transaction_id,account_id,transaction_amount,transaction_frequency,merchant_category,location,time_pattern,is_night_transaction,is_weekend,account_age_days,avg_monthly_income,debt_to_income,interest_rate,credit_utilization,failed_login_attempts,device_risk_score,is_risk
TXN_10608,ACC_664,25.62,2,Grocery,Domestic,13,0,0,2728,8576.76,0.44,6.77,0.34,0,0.19,0
TXN_10609,ACC_955,2178.73,23,Gambling,Domestic,1,1,1,434,2760.52,0.6,15.66,0.92,2,0.92,1
TXN_10610,ACC_132,942.03,27,Electronics,International_HighRisk,21,0,0,2447,5722.96,0.66,4.41,0.88,6,0.96,1
TXN_10611,ACC_362,92.46,4,Grocery,Domestic,22,0,1,3438,6617.97,0.38,12.93,0.18,0,0.17,0
TXN_10612,ACC_920,23.51,7,Electronics,Domestic,23,1,0,3283,7393.75,0.36,15.73,0.16,0,0.17,0
TXN_10613,ACC_943,145.09,5,Electronics,Domestic,23,1,1,914,8818.15,0.34,14.18,0.28,0,0.04,0
TXN_10614,ACC_199,128.56,4,Grocery,Domestic,12,0,1,762,5827.49,0.19,8.44,0.23,0,0.16,0
TXN_10615,ACC_671,78.96,8,Utilities,Domestic,20,0,0,1779,4095.7,0.17,5.96,0.43,0,0.27,0
TXN_10616,ACC_270,225.75,3,Luxury_Goods,Domestic,16,0,0,2487,5708.64,0.21,14.99,0.31,0,0.03,0
TXN_10617,ACC_460,3349.97,21,Gambling,Domestic,10,0,0,1793,6950.53,0.74,11.87,0.82,6,0.69,1
TXN_10618,ACC_945,76.94,7,Luxury_Goods,International_LowRisk,18,0,0,3079,7885.45,0.39,9.36,0.37,0,0.3,0
TXN_10619,ACC_563,172.79,5,Utilities,Domestic,23,1,1,2150,8901.06,0.44,9.39,0.17,0,0.33,0
TXN_10620,ACC_409,72.18,1,Grocery,Online_Unverified,6,0,0,2855,6780.72,0.45,10.05,0.23,0,0.37,0
TXN_10621,ACC_666,101.61,1,Utilities,Domestic,18,0,1,669,6311.08,0.26,13.1,0.39,0,0.13,0
TXN_10622,ACC_475,1985.23,10,Wire_Transfer,Domestic,8,0,0,1667,7339.22,0.83,9.0,0.92,5,0.86,1
TXN_10623,ACC_682,5852.31,23,Gambling,International_LowRisk,23,1,0,2029,9798.96,0.46,12.6,0.98,2,0.7,1
TXN_10624,ACC_945,948.96,17,Wire_Transfer,International_LowRisk,3,1,0,3023,8641.22,0.7,6.78,0.71,1,0.97,1
TXN_10625,ACC_927,59.04,6,Electronics,Domestic,1,1,0,3377,5898.28,0.21,13.47,0.31,0,0.22,0
TXN_10626,ACC_988,288.89,1,Grocery,International_LowRisk,23,1,0,2619,4081.05,0.19,4.21,0.3,0,0.04,0
TXN_10627,ACC_412,145.07,4,Utilities,Domestic,18,0,1,2789,7482.42,0.23,15.58,0.18,0,0.24,0
TXN_10628,ACC_502,80.29,4,Travel,International_LowRisk,18,0,0,3250,5783.94,0.35,8.91,0.12,0,0.03,0
TXN_10629,ACC_235,18.49,7,Grocery,Domestic,23,1,1,1662,6321.53,0.43,11.35,0.11,0,0.24,0
TXN_10630,ACC_892,75.84,8,Electronics,International_LowRisk,15,0,0,2370,6424.86,0.25,12.87,0.37,0,0.39,0
TXN_10631,ACC_730,53.01,7,Travel,Domestic,7,0,1,2389,6301.81,0.34,14.4,0.29,0,0.36,0
TXN_10632,ACC_787,211.57,1,Utilities,Domestic,6,0,0,723,5294.36,0.44,15.63,0.21,0,0.1,0
TXN_10633,ACC_731,850.77,9,Crypto_Exchange,International_HighRisk,19,0,1,847,1500.0,0.8,8.18,0.76,2,0.78,1
TXN_10634,ACC_801,75.22,1,Utilities,International_LowRisk,2,1,1,2573,5750.36,0.35,14.07,0.18,0,0.22,0
TXN_10635,ACC_989,5497.25,11,Crypto_Exchange,Domestic,10,0,0,1873,4191.27,0.56,12.5,0.7,3,0.66,1
TXN_10636,ACC_582,22.0,5,Grocery,Domestic,17,0,1,2581,2996.34,0.39,6.42,0.3,0,0.02,0
TXN_10637,ACC_244,138.1,1,Electronics,International_LowRisk,12,0,0,276,4495.57,0.46,9.14,0.54,0,0.11,0
TXN_10638,ACC_908,48.02,1,Electronics,Domestic,14,0,0,2734,4995.13,0.39,14.3,0.51,0,0.27,0
TXN_10639,ACC_972,2270.39,35,Gambling,Domestic,3,1,1,1613,4106.42,0.59,5.02,0.89,6,0.66,1
TXN_10640,ACC_336,603.46,6,Travel,Domestic,22,0,1,2475,8287.4,0.49,13.92,0.59,0,0.07,0
TXN_10641,ACC_290,144.25,1,Grocery,Online_Unverified,17,0,0,2198,11063.3,0.25,9.14,0.53,0,0.24,0
TXN_10642,ACC_601,81.93,6,Utilities,Domestic,11,0,0,997,5264.72,0.45,6.52,0.38,0,0.14,0
TXN_10643,ACC_613,341.96,1,Grocery,Domestic,8,0,0,1177,4595.37,0.34,13.57,0.51,1,0.28,0
TXN_10644,ACC_449,1521.04,24,Wire_Transfer,International_LowRisk,2,1,0,2538,5146.01,0.5,16.24,0.68,6,0.94,1
TXN_10645,ACC_993,149.44,7,Electronics,Domestic,7,0,0,2509,9834.45,0.39,12.53,0.26,2,0.34,0
TXN_10646,ACC_655,117.78,4,Grocery,International_LowRisk,18,0,0,1295,9546.48,0.42,6.83,0.24,1,0.18,0
TXN_10647,ACC_636,4625.82,26,Gambling,Domestic,4,1,0,1330,7067.5,0.75,14.62,0.86,2,0.69,1
TXN_10648,ACC_169,20.52,3,Electronics,Online_Unverified,3,1,1,3165,4524.25,0.32,15.61,0.27,0,0.3,0
TXN_10649,ACC_523,63.41,5,Travel,Domestic,23,1,0,799,4358.3,0.18,10.85,0.11,0,0.19,0
TXN_10650,ACC_289,38.03,4,Grocery,Online_Unverified,19,0,1,975,10322.84,0.49,4.63,0.43,0,0.13,0
TXN_10651,ACC_467,280.29,8,Grocery,International_LowRisk,4,1,0,1561,3162.8,0.33,15.47,0.38,0,0.23,0
TXN_10652,ACC_496,77.62,7,Utilities,Domestic,6,0,1,91,8617.46,0.25,10.57,0.46,0,0.07,0
TXN_10653,ACC_522,158.61,2,Grocery,International_LowRisk,6,0,0,1829,7235.24,0.39,7.7,0.5,0,0.36,0
TXN_10654,ACC_601,503.89,32,Electronics,International_HighRisk,7,0,0,2520,6796.18,0.71,11.92,0.72,1,0.71,1
TXN_10655,ACC_852,3650.27,31,Crypto_Exchange,International_LowRisk,12,0,0,2462,7830.83,0.58,8.28,0.89,5,0.61,1
TXN_10656,ACC_649,1005.88,22,Utilities,International_HighRisk,1,1,0,3417,10382.43,0.82,12.12,0.92,4,0.64,1
TXN_10657,ACC_998,28.1,1,Grocery,Online_Unverified,16,0,0,2144,4667.45,0.42,7.18,0.46,0,0.17,0
TXN_10658,ACC_150,16.56,5,Grocery,Domestic,9,0,0,1760,9210.89,0.49,11.07,0.53,0,0.22,0
TXN_10659,ACC_155,101.7,8,Electronics,Online_Unverified,14,0,0,2080,3377.01,0.28,7.0,0.37,0,0.04,0
TXN_10660,ACC_897,849.24,21,Electronics,International_HighRisk,17,0,1,1876,9506.84,0.52,16.34,0.68,3,0.72,1
TXN_10661,ACC_125,85.46,8,Grocery,Domestic,22,0,0,1357,9053.93,0.5,8.09,0.54,0,0.22,0
TXN_10662,ACC_828,58.79,8,Luxury_Goods,International_LowRisk,3,1,1,379,7176.05,0.39,7.94,0.44,0,0.17,0
TXN_10663,ACC_493,32.16,7,Luxury_Goods,Online_Unverified,19,0,0,209,8701.64,0.35,13.42,0.16,0,0.26,0
TXN_10664,ACC_443,262.5,3,Electronics,International_LowRisk,4,1,1,2946,8622.74,0.37,6.33,0.47,0,0.2,0
TXN_10665,ACC_415,18.12,3,Grocery,International_LowRisk,14,0,0,568,5777.07,0.37,5.57,0.32,0,0.12,0
TXN_10666,ACC_103,412.19,8,Electronics,Domestic,14,0,0,53,7332.89,0.35,10.77,0.34,0,0.05,0
TXN_10667,ACC_605,25.8,8,Grocery,Domestic,15,0,0,2488,3402.08,0.35,11.97,0.15,0,0.03,1
TXN_10668,ACC_660,220.82,3,Grocery,International_LowRisk,6,0,1,1459,7015.95,0.39,7.15,0.35,0,0.03,0
TXN_10669,ACC_974,59.14,2,Grocery,Domestic,19,0,0,1737,9679.68,0.43,8.56,0.55,0,0.25,0
TXN_10670,ACC_265,137.92,3,Electronics,International_LowRisk,22,0,0,3099,7648.14,0.4,10.96,0.19,2,0.19,0
TXN_10671,ACC_136,68.3,2,Grocery,Domestic,11,0,0,3484,4447.26,0.26,12.45,0.11,0,0.37,0
TXN_10672,ACC_399,75.49,7,Utilities,Domestic,8,0,0,2880,8960.0,0.29,15.68,0.33,0,0.3,0
TXN_10673,ACC_159,49.66,2,Grocery,International_LowRisk,20,0,0,2850,5312.38,0.49,8.24,0.39,0,0.06,0
TXN_10674,ACC_907,99.61,5,Travel,Domestic,19,0,0,2582,6168.74,0.5,9.65,0.43,0,0.07,0
TXN_10675,ACC_232,67.57,8,Electronics,Domestic,23,1,0,3649,2912.22,0.46,12.25,0.16,0,0.17,0
TXN_10676,ACC_825,85.01,2,Grocery,Domestic,3,1,1,879,3789.1,0.43,15.76,0.13,0,0.26,0
TXN_10677,ACC_524,140.56,4,Utilities,Domestic,17,0,0,854,9401.86,0.32,9.02,0.18,0,0.38,0
TXN_10678,ACC_360,64.51,1,Luxury_Goods,Domestic,16,0,0,1395,10114.39,0.21,13.18,0.3,0,0.06,0
TXN_10679,ACC_841,43.11,6,Electronics,Online_Unverified,5,1,1,1992,6925.15,0.36,8.32,0.38,1,0.03,0
TXN_10680,ACC_916,209.95,6,Grocery,Domestic,4,1,0,3364,8553.97,0.35,15.35,0.14,0,0.22,0
TXN_10681,ACC_860,75.56,6,Grocery,Domestic,18,0,0,106,10445.08,0.2,5.01,0.17,0,0.13,0
TXN_10682,ACC_801,351.75,3,Grocery,Online_Unverified,11,0,1,157,3728.02,0.44,5.0,0.39,0,0.3,0
TXN_10683,ACC_484,2767.53,13,Electronics,International_HighRisk,18,0,0,508,6890.96,0.76,5.55,0.92,5,0.85,1
TXN_10684,ACC_985,264.66,5,Luxury_Goods,Domestic,10,0,0,2065,6302.31,0.4,4.5,0.19,0,0.39,0
TXN_10685,ACC_480,77.39,3,Utilities,Online_Unverified,6,0,0,3245,6055.05,0.48,14.12,0.39,0,0.21,0
TXN_10686,ACC_306,11022.56,24,Gambling,Domestic,0,1,0,809,10593.72,0.48,14.18,0.97,2,0.61,1
TXN_10687,ACC_448,1651.39,18,Gambling,International_LowRisk,16,0,0,3181,5399.77,0.71,11.49,0.8,2,0.65,1
TXN_10688,ACC_992,294.23,3,Grocery,Online_Unverified,16,0,0,179,6205.95,0.3,4.6,0.21,0,0.16,0
TXN_10689,ACC_830,6511.29,29,Wire_Transfer,Domestic,9,0,0,3601,7005.14,0.59,14.32,0.84,5,0.92,1
TXN_10690,ACC_189,3993.71,29,Grocery,International_HighRisk,3,1,0,1309,9269.06,0.62,15.97,0.85,6,0.91,1
TXN_10691,ACC_123,108.47,4,Electronics,Domestic,6,0,0,2210,3923.38,0.37,4.74,0.21,0,0.25,0
TXN_10692,ACC_551,126.27,1,Electronics,Domestic,5,1,1,2322,7085.43,0.23,12.33,0.36,2,0.31,0
TXN_10693,ACC_311,25.02,5,Utilities,Domestic,8,0,1,731,5544.71,0.21,4.64,0.18,0,0.18,0
TXN_10694,ACC_727,2275.04,23,Wire_Transfer,Domestic,1,1,1,236,3989.73,0.6,14.49,0.81,6,0.8,1
TXN_10695,ACC_208,33.84,8,Utilities,Domestic,12,0,1,1309,9891.45,0.17,14.98,0.13,0,0.21,0
TXN_10696,ACC_302,112.94,8,Luxury_Goods,International_LowRisk,17,0,1,410,10294.58,0.18,4.55,0.12,0,0.38,0
TXN_10697,ACC_815,39.59,8,Utilities,Domestic,21,0,0,946,5590.9,0.17,6.12,0.42,0,0.22,0
TXN_10698,ACC_731,31.29,6,Grocery,Domestic,5,1,0,3644,6062.69,0.24,8.48,0.36,0,0.06,0
TXN_10699,ACC_599,561.83,3,Grocery,Domestic,11,0,0,1457,8455.63,0.2,4.96,0.57,0,0.28,0
TXN_10700,ACC_230,15.5,6,Utilities,Domestic,22,0,0,320,2288.71,0.29,10.12,0.42,0,0.27,0
TXN_10701,ACC_645,79.43,3,Utilities,Domestic,7,0,0,1602,9560.39,0.21,7.94,0.27,2,0.02,0
TXN_10702,ACC_313,2248.14,18,Crypto_Exchange,Domestic,13,0,0,2873,7829.85,0.52,13.97,0.68,5,0.69,1
TXN_10703,ACC_341,150.82,8,Grocery,International_LowRisk,23,1,0,2471,6133.7,0.47,8.37,0.34,0,0.22,0
TXN_10704,ACC_668,198.03,2,Grocery,Domestic,9,0,0,2837,5786.65,0.46,14.38,0.22,0,0.4,0
TXN_10705,ACC_889,1390.58,10,Crypto_Exchange,Domestic,20,0,0,3376,7500.48,0.84,8.18,0.79,2,0.76,1
TXN_10706,ACC_242,5093.97,32,Wire_Transfer,Online_Unverified,20,0,0,2736,5432.8,0.78,14.05,0.84,2,0.76,1
TXN_10707,ACC_252,256.57,4,Utilities,Domestic,19,0,0,3623,9059.04,0.2,9.03,0.45,0,0.03,0
TXN_10708,ACC_683,102.98,6,Luxury_Goods,International_LowRisk,13,0,0,2416,2066.36,0.39,8.95,0.17,2,0.4,1
TXN_10709,ACC_622,32.13,1,Utilities,Domestic,9,0,1,2323,5336.44,0.46,12.37,0.57,0,0.07,0
TXN_10710,ACC_467,94.35,7,Grocery,Domestic,0,1,1,2945,4152.24,0.36,11.19,0.28,0,0.17,0
TXN_10711,ACC_490,36.13,4,Utilities,Domestic,5,1,0,3484,7857.89,0.35,4.31,0.38,0,0.19,0
TXN_10712,ACC_960,67.59,1,Utilities,Domestic,21,0,1,94,4875.2,0.24,12.69,0.38,0,0.31,0
TXN_10713,ACC_598,115.55,7,Electronics,Online_Unverified,4,1,1,3261,4276.84,0.36,7.27,0.47,1,0.32,0
TXN_10714,ACC_535,80.18,8,Electronics,Domestic,13,0,0,954,6428.35,0.25,4.08,0.36,0,0.24,0
TXN_10715,ACC_719,97.28,5,Grocery,Domestic,23,1,1,2267,7781.09,0.16,6.18,0.47,0,0.12,0
TXN_10716,ACC_134,91.56,8,Travel,Domestic,22,0,0,357,6746.16,0.34,9.09,0.41,2,0.05,0
TXN_10717,ACC_848,3078.95,10,Utilities,International_HighRisk,8,0,0,2528,6958.15,0.46,15.13,0.71,5,0.95,1
TXN_10718,ACC_190,124.04,2,Grocery,International_LowRisk,21,0,0,2238,8648.64,0.41,15.41,0.31,0,0.33,0
TXN_10719,ACC_419,116.87,8,Electronics,Online_Unverified,17,0,0,1951,4869.25,0.22,10.94,0.23,0,0.08,0
TXN_10720,ACC_439,121.41,1,Utilities,Online_Unverified,9,0,0,2477,4367.53,0.18,5.1,0.41,0,0.18,0
TXN_10721,ACC_844,37.62,3,Luxury_Goods,Domestic,20,0,0,2718,8979.17,0.25,4.17,0.21,0,0.21,0
TXN_10722,ACC_928,140.77,2,Luxury_Goods,Domestic,15,0,1,1168,5707.54,0.48,4.25,0.5,1,0.27,0
TXN_10723,ACC_730,1084.43,27,Grocery,International_HighRisk,0,1,0,2453,9018.47,0.68,15.65,0.8,2,0.95,1
TXN_10724,ACC_856,710.09,4,Grocery,Domestic,5,1,1,3304,8792.88,0.46,4.62,0.24,0,0.29,0
TXN_10725,ACC_133,46.53,3,Grocery,Domestic,4,1,0,3113,10599.62,0.23,6.99,0.23,0,0.36,0
TXN_10726,ACC_888,185.28,4,Utilities,International_LowRisk,23,1,0,3478,6501.37,0.29,6.62,0.26,0,0.31,0
TXN_10727,ACC_757,13636.74,20,Grocery,International_HighRisk,1,1,1,1264,7885.71,0.57,12.65,0.96,4,0.85,1
TXN_10728,ACC_587,419.5,7,Luxury_Goods,International_LowRisk,17,0,1,624,7969.28,0.39,13.12,0.17,0,0.16,0
TXN_10729,ACC_545,117.7,6,Grocery,Online_Unverified,14,0,0,2827,10295.53,0.26,13.32,0.35,2,0.09,0
TXN_10730,ACC_199,1424.9,28,Gambling,International_LowRisk,13,0,0,1402,4604.21,0.53,13.79,0.74,3,0.76,1
TXN_10731,ACC_376,302.96,8,Grocery,Domestic,20,0,0,3098,5821.76,0.46,15.95,0.48,0,0.15,0
TXN_10732,ACC_788,71.72,3,Electronics,Domestic,10,0,0,73,7240.12,0.32,5.36,0.13,0,0.14,0
TXN_10733,ACC_951,49.29,8,Grocery,Domestic,16,0,1,3000,8065.75,0.46,14.72,0.5,0,0.13,0
TXN_10734,ACC_297,188.6,4,Grocery,International_LowRisk,1,1,0,2643,5637.75,0.48,12.53,0.45,2,0.07,0
TXN_10735,ACC_222,63.35,3,Grocery,International_LowRisk,12,0,0,2879,5779.92,0.33,14.03,0.42,1,0.21,0
TXN_10736,ACC_401,252.16,5,Utilities,Online_Unverified,20,0,0,2865,5043.85,0.27,12.28,0.58,0,0.06,0
TXN_10737,ACC_888,182.23,1,Luxury_Goods,Domestic,2,1,1,1392,8558.91,0.26,12.47,0.57,0,0.33,0
TXN_10738,ACC_364,49.89,4,Travel,Domestic,14,0,1,760,8244.63,0.17,12.97,0.18,0,0.35,0
TXN_10739,ACC_211,92.43,2,Grocery,International_LowRisk,6,0,0,2960,6857.39,0.21,6.36,0.29,1,0.34,0
TXN_10740,ACC_135,167.92,1,Grocery,Domestic,8,0,0,639,8958.43,0.31,14.36,0.4,1,0.21,0
TXN_10741,ACC_100,6692.86,18,Gambling,International_LowRisk,8,0,1,2383,8936.39,0.79,8.54,0.68,4,0.88,1
TXN_10742,ACC_103,268.71,7,Utilities,Online_Unverified,15,0,0,3228,8614.74,0.29,15.08,0.16,0,0.29,0
TXN_10743,ACC_171,20.8,8,Utilities,Domestic,22,0,0,2222,4667.36,0.37,15.78,0.44,0,0.38,0
TXN_10744,ACC_467,57.51,2,Grocery,Domestic,1,1,0,3525,4826.16,0.2,4.13,0.3,0,0.31,0
TXN_10745,ACC_182,3250.39,13,Crypto_Exchange,International_LowRisk,9,0,0,191,7062.02,0.59,9.51,0.77,5,0.98,1
TXN_10746,ACC_493,269.35,6,Electronics,Domestic,12,0,0,2621,2234.81,0.2,16.28,0.35,0,0.21,0
TXN_10747,ACC_294,49.52,4,Grocery,Domestic,23,1,0,288,3223.94,0.36,13.81,0.43,0,0.04,0
TXN_10748,ACC_758,41.14,1,Grocery,Domestic,14,0,0,259,2927.25,0.3,9.73,0.42,0,0.33,0
TXN_10749,ACC_838,50.59,8,Grocery,Domestic,20,0,0,3594,8086.35,0.26,8.31,0.36,1,0.3,0
TXN_10750,ACC_252,21.75,3,Luxury_Goods,Domestic,2,1,1,108,6255.89,0.23,4.0,0.31,0,0.09,0
TXN_10751,ACC_733,310.81,1,Grocery,International_LowRisk,4,1,1,3391,7143.36,0.21,9.38,0.47,1,0.34,0
TXN_10752,ACC_567,944.0,11,Electronics,International_HighRisk,2,1,0,2066,6836.12,0.6,11.77,0.77,1,0.8,0
TXN_10753,ACC_730,4939.39,34,Grocery,International_HighRisk,13,0,0,2808,9005.69,0.85,8.27,0.66,6,0.64,1
TXN_10754,ACC_511,85.48,6,Grocery,Online_Unverified,18,0,0,3278,5603.55,0.45,14.83,0.35,0,0.27,0
TXN_10755,ACC_146,16.2,7,Electronics,Domestic,3,1,1,1545,7144.16,0.5,13.43,0.33,0,0.31,0
TXN_10756,ACC_549,49.3,7,Grocery,Domestic,4,1,1,94,6477.82,0.45,5.22,0.6,0,0.22,0
TXN_10757,ACC_182,162.05,5,Grocery,Domestic,2,1,0,3337,7829.41,0.29,8.22,0.1,0,0.14,0
TXN_10758,ACC_587,225.9,8,Electronics,Domestic,20,0,1,744,5394.16,0.23,6.92,0.25,0,0.01,0
TXN_10759,ACC_138,23.47,5,Electronics,International_LowRisk,19,0,0,48,2837.71,0.25,14.95,0.38,0,0.08,0
TXN_10760,ACC_296,297.84,4,Grocery,Domestic,3,1,0,2595,4043.11,0.19,15.92,0.27,0,0.2,0
TXN_10761,ACC_383,22.45,8,Grocery,Domestic,4,1,0,684,7428.74,0.26,5.53,0.25,0,0.13,0
TXN_10762,ACC_144,135.91,6,Grocery,Domestic,6,0,0,3136,5398.9,0.47,6.38,0.14,0,0.06,0
TXN_10763,ACC_206,221.61,1,Luxury_Goods,Online_Unverified,5,1,1,505,7672.33,0.48,6.11,0.14,0,0.22,0
TXN_10764,ACC_340,245.85,6,Luxury_Goods,Domestic,10,0,0,481,5675.17,0.42,15.68,0.36,0,0.02,0
TXN_10765,ACC_200,302.89,4,Grocery,Domestic,6,0,0,2426,4513.28,0.22,8.71,0.54,0,0.33,0
TXN_10766,ACC_546,74.97,6,Grocery,Online_Unverified,14,0,1,2978,4468.24,0.39,6.09,0.18,0,0.22,0
TXN_10767,ACC_467,59.58,1,Travel,Domestic,4,1,1,485,4512.27,0.41,10.84,0.5,0,0.21,0
TXN_10768,ACC_569,25.98,3,Utilities,International_LowRisk,7,0,0,2643,7340.38,0.16,7.42,0.31,0,0.16,0
TXN_10769,ACC_274,388.88,8,Electronics,Domestic,7,0,1,916,5704.64,0.17,15.85,0.28,1,0.38,0
TXN_10770,ACC_957,33.27,4,Utilities,Domestic,13,0,0,1808,4131.94,0.49,8.77,0.15,0,0.31,0
TXN_10771,ACC_705,5724.44,9,Gambling,Online_Unverified,0,1,0,1957,8863.78,0.53,4.86,0.86,1,0.73,1
TXN_10772,ACC_851,63.92,2,Luxury_Goods,Domestic,16,0,0,1015,7461.82,0.27,5.86,0.42,0,0.13,0
TXN_10773,ACC_871,123.9,5,Grocery,International_LowRisk,6,0,1,401,5271.35,0.2,7.75,0.29,0,0.33,1
TXN_10774,ACC_785,138.53,1,Grocery,International_LowRisk,18,0,0,1929,5080.42,0.28,14.3,0.45,2,0.24,0
TXN_10775,ACC_995,42.39,1,Luxury_Goods,Domestic,11,0,0,319,9092.13,0.21,4.32,0.5,1,0.19,0
TXN_10776,ACC_807,155.56,4,Grocery,Domestic,13,0,0,361,4285.69,0.36,7.01,0.13,0,0.13,0
TXN_10777,ACC_443,73.69,1,Luxury_Goods,Domestic,21,0,0,1527,6485.91,0.25,5.54,0.17,0,0.04,0
TXN_10778,ACC_141,59.12,4,Utilities,Domestic,17,0,0,1401,6068.78,0.49,6.57,0.18,0,0.37,0
TXN_10779,ACC_216,177.37,4,Electronics,International_LowRisk,18,0,0,3146,3719.56,0.34,6.08,0.54,0,0.22,0
TXN_10780,ACC_461,9189.73,10,Wire_Transfer,Domestic,13,0,1,1444,6815.52,0.75,8.24,0.77,3,0.73,1
TXN_10781,ACC_563,379.54,5,Utilities,Domestic,3,1,0,1537,3434.6,0.46,13.3,0.4,0,0.3,0
TXN_10782,ACC_809,9305.57,22,Crypto_Exchange,Online_Unverified,2,1,1,358,6107.44,0.83,9.56,0.76,1,0.77,1
TXN_10783,ACC_500,2850.18,16,Wire_Transfer,Domestic,2,1,1,2885,7885.72,0.68,8.27,0.95,1,0.74,1
TXN_10784,ACC_251,2490.17,8,Utilities,International_HighRisk,16,0,0,1736,7665.14,0.77,15.76,0.77,3,0.93,1
TXN_10785,ACC_798,132.13,1,Utilities,Domestic,11,0,0,287,5387.76,0.45,9.02,0.5,0,0.3,0
TXN_10786,ACC_921,149.41,6,Grocery,Online_Unverified,20,0,0,3252,6239.88,0.27,11.93,0.47,0,0.19,0
TXN_10787,ACC_707,39.76,5,Electronics,Domestic,17,0,0,3263,8518.94,0.22,10.03,0.37,0,0.3,0
TXN_10788,ACC_908,44.21,1,Grocery,Domestic,9,0,0,1194,4810.12,0.48,9.34,0.46,0,0.39,0
TXN_10789,ACC_270,92.35,3,Electronics,Domestic,17,0,0,2867,5807.15,0.4,5.54,0.36,0,0.36,0
TXN_10790,ACC_913,42.68,3,Grocery,Domestic,1,1,0,1544,3276.87,0.49,7.03,0.12,0,0.01,0
TXN_10791,ACC_675,145.63,8,Luxury_Goods,International_LowRisk,11,0,1,695,7843.06,0.2,13.14,0.38,0,0.34,0
TXN_10792,ACC_224,5640.01,22,Gambling,Domestic,15,0,0,669,9556.06,0.59,12.11,0.84,3,0.98,1
TXN_10793,ACC_104,23.51,5,Travel,Domestic,16,0,0,1217,7258.31,0.26,8.92,0.16,0,0.36,0
TXN_10794,ACC_872,91.97,8,Travel,Domestic,4,1,0,490,8960.44,0.45,5.1,0.27,0,0.34,0
TXN_10795,ACC_141,194.96,4,Grocery,Domestic,9,0,1,408,7530.59,0.3,10.69,0.19,0,0.34,0
TXN_10796,ACC_722,136.05,5,Electronics,Domestic,7,0,0,372,4831.44,0.16,8.03,0.21,0,0.09,0
TXN_10797,ACC_556,113.45,8,Electronics,Online_Unverified,16,0,0,2508,6598.62,0.3,7.24,0.43,0,0.34,0
TXN_10798,ACC_157,689.96,21,Gambling,Domestic,4,1,0,1611,8037.68,0.57,10.66,0.69,3,0.88,1
TXN_10799,ACC_481,114.73,2,Grocery,Domestic,9,0,0,1849,7195.12,0.28,13.1,0.18,0,0.24,0
TXN_10800,ACC_525,9455.86,21,Crypto_Exchange,Domestic,23,1,0,1726,6673.4,0.53,12.33,0.85,6,0.9,1
TXN_10801,ACC_242,3917.81,23,Crypto_Exchange,Domestic,4,1,1,1403,6985.76,0.66,6.47,0.81,5,0.83,1
TXN_10802,ACC_167,6224.78,21,Gambling,Domestic,12,0,1,1149,2335.8,0.62,12.23,0.68,6,0.67,1
TXN_10803,ACC_524,84.09,3,Grocery,Domestic,18,0,0,3439,2369.83,0.27,13.21,0.38,0,0.12,0
TXN_10804,ACC_667,630.91,17,Utilities,International_HighRisk,9,0,0,2320,6556.92,0.82,4.15,0.76,4,0.79,1
TXN_10805,ACC_857,111.57,5,Utilities,Domestic,0,1,1,3447,6536.03,0.18,11.68,0.34,2,0.3,0
TXN_10806,ACC_227,1444.95,30,Electronics,International_HighRisk,13,0,1,1032,7445.26,0.48,5.33,0.79,6,0.79,1
TXN_10807,ACC_129,233.03,6,Grocery,Domestic,2,1,0,2346,4530.01,0.33,4.46,0.2,0,0.1,0
TXN_10808,ACC_364,21.5,6,Electronics,Domestic,22,0,0,2386,6897.36,0.17,9.47,0.16,0,0.34,1
TXN_10809,ACC_365,237.94,3,Grocery,Domestic,10,0,0,246,10839.87,0.16,11.14,0.31,0,0.11,0
TXN_10810,ACC_529,63.49,2,Electronics,Online_Unverified,1,1,0,3169,3652.63,0.28,5.24,0.15,0,0.13,0
TXN_10811,ACC_883,189.6,6,Grocery,International_LowRisk,17,0,0,2835,9697.08,0.45,7.57,0.59,0,0.39,0
TXN_10812,ACC_377,134.56,6,Electronics,International_LowRisk,3,1,0,82,8104.26,0.42,7.52,0.34,0,0.19,0
TXN_10813,ACC_388,60.93,3,Utilities,Domestic,10,0,0,663,6909.52,0.32,10.83,0.13,0,0.37,0
TXN_10814,ACC_951,1505.69,24,Grocery,International_HighRisk,19,0,0,2948,8031.76,0.67,10.43,0.93,5,0.73,1
TXN_10815,ACC_664,867.13,10,Luxury_Goods,International_HighRisk,13,0,0,3383,5023.89,0.6,12.54,0.97,1,0.61,1
TXN_10816,ACC_117,338.59,8,Utilities,Domestic,11,0,1,2477,6862.5,0.35,13.58,0.16,1,0.23,0
TXN_10817,ACC_450,77.59,4,Grocery,Domestic,23,1,0,2873,4598.18,0.46,7.87,0.42,0,0.35,0
TXN_10818,ACC_332,42.05,2,Grocery,Domestic,2,1,0,3203,7137.04,0.39,7.76,0.48,0,0.36,0
TXN_10819,ACC_541,39.41,1,Grocery,Domestic,21,0,0,1066,5608.11,0.23,8.08,0.34,0,0.31,0
TXN_10820,ACC_408,90.86,4,Electronics,International_LowRisk,3,1,0,849,6726.28,0.22,5.63,0.59,0,0.07,0
TXN_10821,ACC_459,42.31,6,Grocery,Domestic,23,1,0,3532,9122.33,0.35,15.07,0.31,0,0.31,0
